name,aging,uf,city,locality,station,cell_classification,cell_sales_status,cell,majority_group,hc,hp,hp_viable,hp_viable_total,ocup,cod_city_ibge,hc_expected,achievement,coordinates,cell_status,cell_status_sales
AC-221 (RBCE),214,AC,RIO BRANCO,RBO,RBCE,OURO,Sem Restrição de Vendas,221 (RBCE) Secundária,Centro Regional,47,207,207,207,0.2271,1200401,31,1.516129032,"-67.79353558195881,-9.96073444228297,0 -67.7930266327979,-9.96030797104962,0 -67.7923238940356,-9.95972727279792,0 -67.7914897270324,-9.95980908017283,0 -67.79125637484761,-9.96001829247597,0 -67.7906542189246,-9.95951940159919,0 -67.7898844249371,-9.95891858677987,0 -67.78897783829019,-9.958245352317119,0 -67.789436496032,-9.95773573260427,0 -67.7909358508707,-9.95887567143569,0 -67.7921696670176,-9.957652584124871,0 -67.7930095337156,-9.958443835784241,0 -67.793017119338,-9.958510807190571,0 -67.7930863957678,-9.95852078165535,0 -67.79317532776049,-9.958605103601251,0 -67.7940076507455,-9.959421500970141,0 -67.79416288359219,-9.95957908074978,0 -67.79431409312539,-9.959728613902371,0 -67.7946440048341,-9.960062548924739,0 -67.7943918771865,-9.9603079710496,0 -67.79411292744869,-9.960581556369119,0 -67.7938004500988,-9.96093560795909,0 -67.7936683513049,-9.960833684016521,0 -67.79353558195881,-9.96073444228297,0",ATIVAS,Sem restrição de Venda
AC-223 (RBCE),214,AC,RIO BRANCO,RBO,RBCE,OURO,Sem Restrição de Vendas,223 (RBCE) Secundária,Centro Regional,80,259,259,259,0.3089,1200401,39,2.051282051,"-67.79679848922549,-9.9609104117435,0 -67.7969926141031,-9.960768254665741,0 -67.7971773512491,-9.96061939206545,0 -67.7973148144611,-9.96076356080003,0 -67.7974656887183,-9.9609218111319,0 -67.7976085163484,-9.961072014836709,0 -67.79798335505841,-9.96119874921261,0 -67.7978525973697,-9.96154810693678,0 -67.7981300383647,-9.96177508887466,0 -67.7984262548228,-9.96201749351437,0 -67.7987115748067,-9.96217775550299,0 -67.7987511373897,-9.96220927145893,0 -67.7989268220802,-9.96234606411868,0 -67.79916486813011,-9.962534489301991,0 -67.7989811368126,-9.962652506498641,0 -67.79871559812,-9.96282081511433,0 -67.79847486986129,-9.963315012125371,0 -67.7976179040806,-9.963467898039131,0 -67.7974596537486,-9.963773669866841,0 -67.7972745813265,-9.965411158470451,0 -67.79651484562299,-9.96568407323773,0 -67.7963267557157,-9.965555662481149,0 -67.7963478781117,-9.965502353576991,0 -67.79609172715109,-9.96525424924309,0 -67.79626875294581,-9.964642705587609,0 -67.79563843382699,-9.964116992620699,0 -67.7956652559179,-9.963895710377059,0 -67.7953172392981,-9.96368918028287,0 -67.794983974828,-9.9634678980391,0 -67.794764033688,-9.963247956899901,0 -67.7952253736389,-9.962563993601149,0 -67.7956743083726,-9.962077507941091,0 -67.79612592531539,-9.96161516216215,0 -67.79679848922549,-9.9609104117435,0",ATIVAS,Sem restrição de Venda
AC-19 (RBCE),206,AC,RIO BRANCO,RBO,RBCE,OURO,Sem Restrição de Vendas,19 (RBCE) Secundária,Carente de Fibra,152,399,399,369,0.381,1200401,64,2.375,"-67.79987826942789,-9.954628050327109,0 -67.8000863920837,-9.9545531999318,0 -67.8002529404997,-9.954486396163521,0 -67.8003057464897,-9.954470805823631,0 -67.80038498831929,-9.95443789704704,0 -67.8005278742813,-9.95454482427343,0 -67.80058322400809,-9.954589570707331,0 -67.8006613725116,-9.9546477281863,0 -67.8019857641869,-9.95578788637185,0 -67.80264393671099,-9.956382775898019,0 -67.80330479144401,-9.956989735364751,0 -67.8037983179042,-9.95816387236143,0 -67.8027656674336,-9.95902247261283,0 -67.80190467833989,-9.959677224979099,0 -67.8018671274139,-9.95961343869601,0 -67.80171692370941,-9.95963606983468,0 -67.801523804661,-9.958919584751779,0 -67.8010168671571,-9.958718419075661,0 -67.8009672462907,-9.958699643612549,0 -67.80078351497301,-9.9589222669608,0 -67.8005206584897,-9.959207922220889,0 -67.79996544122361,-9.959665238857941,0 -67.797672152516,-9.9595230817801,0 -67.7971839904753,-9.957726001740101,0 -67.7972939610485,-9.957213699818871,0 -67.7973878383642,-9.956710785628591,0 -67.7976708114151,-9.95658325497179,0 -67.797948420048,-9.95644767768794,0 -67.7981650084257,-9.956334228628471,0 -67.79859751462919,-9.95609337464079,0 -67.79922850429951,-9.955728342757579,0 -67.7996315062035,-9.95546389371242,0 -67.7999902516585,-9.95525619015166,0 -67.7996328473064,-9.954736009240669,0 -67.79987826942789,-9.954628050327109,0",ATIVAS,Sem restrição de Venda
AC-222 (RBCE),212,AC,RIO BRANCO,RBO,RBCE,PRATA,Sem Restrição de Vendas,222 (RBCE) Secundária,Centro Regional,82,309,309,309,0.2654,1200401,46,1.782608696,"-67.7981865323851,-9.963374020724929,0 -67.79847486985391,-9.96332037654458,0 -67.8008352137872,-9.964424105554199,0 -67.8011450089286,-9.96457296815451,0 -67.8011738426754,-9.96518451180992,0 -67.8013427380243,-9.96518459334567,0 -67.8015398677604,-9.965186579749391,0 -67.80168331771991,-9.965186269726299,0 -67.8021505020329,-9.96513354983864,0 -67.8021568722793,-9.96549430695115,0 -67.8021652541824,-9.96574107018052,0 -67.8021709538765,-9.966041477590201,0 -67.80199258697709,-9.966170223622919,0 -67.8017538703748,-9.966176929145471,0 -67.801157078869,-9.966180952458989,0 -67.801157078869,-9.96629360523762,0 -67.80063404811111,-9.96630031076017,0 -67.80009090078561,-9.96630567517821,0 -67.7997998811076,-9.96630835738719,0 -67.7997670240472,-9.966309027939451,0 -67.79974288416609,-9.966306010454311,0 -67.79935329330669,-9.96627013590874,0 -67.7993506110971,-9.96550905910072,0 -67.7980604685616,-9.965523811250319,0 -67.7973027445145,-9.965226086049681,0 -67.7973852224416,-9.964484455257059,0 -67.79746904147309,-9.9637709876591,0 -67.797621927387,-9.96347460356292,0 -67.7981865323851,-9.963374020724929,0",ATIVAS,Sem restrição de Venda
AC-236 (RBCE),208,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,236 (RBCE) Secundária,Suburbio,92,338,337,337,0.2722,1200401,51,1.803921569,"-67.7989554827852,-9.968655374297169,0 -67.79925689602329,-9.968830388435389,0 -67.799681690876,-9.96892493630317,0 -67.8001919811412,-9.969346043118509,0 -67.8002697652026,-9.9700286653128,0 -67.8009175186795,-9.96992808247469,0 -67.8009027665301,-9.970522191771559,0 -67.8011615996995,-9.97078370715044,0 -67.8010958855793,-9.97082863415144,0 -67.8007492100639,-9.971070703515061,0 -67.8007971545499,-9.9711360823598,0 -67.80060504132901,-9.971167263039611,0 -67.797477585618,-9.971686270484,0 -67.7973998015563,-9.969814088591541,0 -67.7966038560311,-9.969965633400889,0 -67.7963780475597,-9.96955424959323,0 -67.7953368475477,-9.969110679277399,0 -67.7953572993914,-9.96894237066172,0 -67.79588770622409,-9.967835959443089,0 -67.797343810443,-9.968304675468451,0 -67.7978021329084,-9.96818330551053,0 -67.798845512215,-9.96860709453493,0 -67.7989554827852,-9.968655374297169,0",ATIVAS,Sem restrição de Venda
AC-211 (RBCE),216,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,211 (RBCE) Secundária,Suburbio,123,312,312,312,0.3942,1200401,77,1.597402597,"-67.8165373628384,-9.94585097830125,0 -67.81663110696221,-9.945990713340141,0 -67.81678654189329,-9.94608686248254,0 -67.81687680006409,-9.94613700368955,0 -67.8169818103845,-9.946197873732631,0 -67.81739661584611,-9.9464384517797,0 -67.81539998680501,-9.949329272249701,0 -67.815383893548,-9.9493292722495,0 -67.81337294199901,-9.947939710000901,0 -67.813042764882,-9.9477149355788,0 -67.8126635824826,-9.94744488100034,0 -67.8134829973345,-9.946312318245489,0 -67.813560110843,-9.946186589698179,0 -67.8136325304858,-9.94606354335988,0 -67.81370763233831,-9.94594150284976,0 -67.8139114802218,-9.945616955559419,0 -67.81411935141711,-9.94531386594184,0 -67.8142125581801,-9.94519718984969,0 -67.8143446569746,-9.945029551786259,0 -67.8147148018182,-9.94452529649277,0 -67.8165373628384,-9.94585097830125,0",ATIVAS,Sem restrição de Venda
AC-213 (RBCE),221,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,213 (RBCE) Secundária,Suburbio,193,462,462,462,0.4177,1200401,114,1.692982456,"-67.8206702508231,-9.93981420993903,0 -67.822856251171,-9.93974447250454,0 -67.82393718140401,-9.939773976803639,0 -67.8254942037366,-9.94095951318822,0 -67.8253815509579,-9.941221028567179,0 -67.8253010846875,-9.941416829825259,0 -67.825594786575,-9.941599220038199,0 -67.825482133796,-9.942216128111699,0 -67.8254646994375,-9.94230464100915,0 -67.8254419006614,-9.94241863489229,0 -67.82541306691439,-9.942568168044881,0 -67.8253761865404,-9.942749887705659,0 -67.82455341892511,-9.942624494434201,0 -67.822322491577,-9.942276477814501,0 -67.82115707176141,-9.94212493300506,0 -67.821211386494,-9.941854029894539,0 -67.821253631286,-9.9416153132922,0 -67.8212965466297,-9.94139336049621,0 -67.8213448263915,-9.94115531444613,0 -67.82137030737699,-9.9408736824996,0 -67.82122278588101,-9.9406993389136,0 -67.82056430356781,-9.940816015005719,0 -67.82014990227511,-9.94089379906716,0 -67.81999969856901,-9.940447211266299,0 -67.82078826802,-9.940195083618899,0 -67.8207319416308,-9.94002208113741,0 -67.8206702508231,-9.93981420993903,0",ATIVAS,Sem restrição de Venda
AC-219 (RBCE),214,AC,RIO BRANCO,RBO,RBCE,PRATA,Sem Restrição de Vendas,219 (RBCE) Secundária,Suburbio,79,315,315,315,0.2508,1200401,51,1.549019608,"-67.79961279703031,-9.959653512049339,0 -67.7996153116012,-9.95989926945032,0 -67.79972511453271,-9.960434705424911,0 -67.7999366737687,-9.96092890243588,0 -67.8001371688925,-9.96191461424881,0 -67.7991675503344,-9.962532192874489,0 -67.7987035281746,-9.962169424105261,0 -67.79842457843721,-9.962013855982409,0 -67.79785595012601,-9.9615471516138,0 -67.79798469615901,-9.9611984644418,0 -67.797609186896,-9.961069718409099,0 -67.7971773512453,-9.960616425085661,0 -67.7969895966142,-9.96076931099946,0 -67.796801841983,-9.96090610365918,0 -67.7955894835081,-9.96216137747818,0 -67.7952863938899,-9.961869016695561,0 -67.79487869811901,-9.961740270662901,0 -67.79424837900039,-9.96128429513033,0 -67.7938038028564,-9.96093560795839,0 -67.7941263384907,-9.96057350974138,0 -67.7946748502344,-9.960037067938391,0 -67.79492831898629,-9.959747724640909,0 -67.7951871521561,-9.95945569913442,0 -67.7957396872131,-9.95888237695751,0 -67.79599349124121,-9.958623543787571,0 -67.7961896277755,-9.95842103700695,0 -67.79716662240931,-9.95774646143972,0 -67.7973275549496,-9.958323136377951,0 -67.7975971169554,-9.959295437145871,0 -67.797661489972,-9.959532812643619,0 -67.7983266778083,-9.959571704674349,0 -67.7990629441823,-9.959624007750159,0 -67.7992828853215,-9.959634736586199,0 -67.79961279703031,-9.959653512049339,0",ATIVAS,Sem restrição de Venda
AC-88 (RBCE),251,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,88 (RBCE) Secundária,Suburbio,170,590,590,590,0.2881,1200401,146,1.164383562,"-67.82772846309651,-9.98245427786987,0 -67.82822064845,-9.9840173351733,0 -67.82852105585999,-9.984127305742501,0 -67.828732950372,-9.9842024075949,0 -67.828791958971,-9.984349929090699,0 -67.8278417864303,-9.98476433038323,0 -67.82755680172539,-9.985999487634309,0 -67.827554119518,-9.9859994876338,0 -67.82785989134599,-9.9863347637607,0 -67.82771505205901,-9.986397795672501,0 -67.82630286901799,-9.985210918181799,0 -67.82613187819339,-9.985175378912359,0 -67.8260135257206,-9.98514822154608,0 -67.8259691016338,-9.985134642862951,0 -67.8259675928912,-9.98513447522488,0 -67.826014531552,-9.984898440830699,0 -67.825239373146,-9.9846543598103,0 -67.8241450318733,-9.98450683831425,0 -67.8240169563929,-9.98447733401512,0 -67.8238228315156,-9.984447829715981,0 -67.8238084146422,-9.984458558552049,0 -67.8235133716566,-9.98438479780396,0 -67.8231945303047,-9.984329251644001,0 -67.8227174386209,-9.984217379094719,0 -67.8223968348659,-9.984138690685169,0 -67.8223860262521,-9.98413510412804,0 -67.82246194572301,-9.983965032093099,0 -67.822899145793,-9.9828465509335,0 -67.82391972632431,-9.98144777893231,0 -67.8247243890284,-9.981517516366701,0 -67.8256564566607,-9.98163419245885,0 -67.8257872143503,-9.981835693411099,0 -67.8260386714454,-9.982192762486211,0 -67.82658986539801,-9.982882760755309,0 -67.82703242988551,-9.98265209078002,0 -67.8272912630555,-9.982464336148981,0 -67.82772846309651,-9.98245427786987,0",ATIVAS,Sem restrição de Venda
AC-69 (RBCE),250,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,69 (RBCE) Secundária,Suburbio,192,583,583,583,0.3293,1200401,144,1.333333333,"-67.817936656483,-9.989104340014601,0 -67.817925927647,-9.9890936111785,0 -67.817936656483,-9.9890936111785,0 -67.8209018385493,-9.987580845294129,0 -67.8220444595897,-9.987910757003011,0 -67.821332333096,-9.99016113036652,0 -67.821163353928,-9.99075523966332,0 -67.8210936164936,-9.991102585730751,0 -67.8209903514465,-9.99158538335344,0 -67.8209139084895,-9.99204940551301,0 -67.82035064459591,-9.991808006701589,0 -67.82033321023729,-9.99180130117907,0 -67.82011729241169,-9.99233640187756,0 -67.81983700156999,-9.99320946091192,0 -67.8197971037109,-9.993299985466169,0 -67.81944741071059,-9.993039140639469,0 -67.81937465579109,-9.992740074334311,0 -67.8191637671074,-9.99266363137739,0 -67.8190289861044,-9.99303377622144,0 -67.8183420053206,-9.9928111528732,0 -67.8183845853886,-9.992642173705271,0 -67.8182115829073,-9.99257847124117,0 -67.8181686675631,-9.99271057003514,0 -67.8163179433429,-9.992107073006791,0 -67.81708907843399,-9.9912393783905,0 -67.817936656483,-9.989104340014601,0",ATIVAS,Sem restrição de Venda
AC-50 (RBCE),251,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,50 (RBCE) Secundária,Suburbio,120,429,429,429,0.2797,1200401,97,1.237113402,"-67.8253258744534,-9.97545572398378,0 -67.8252038339608,-9.97558581112013,0 -67.82494164802969,-9.975525461417289,0 -67.8248430768485,-9.97581111667739,0 -67.8245292583931,-9.976570181828659,0 -67.82548680701071,-9.976696245652411,0 -67.82569937207479,-9.97698827115893,0 -67.8254371861433,-9.97725347457531,0 -67.825223950526,-9.977923356276831,0 -67.8255954364738,-9.978885598760961,0 -67.8256111944516,-9.97891962928785,0 -67.826194239636,-9.97859290270223,0 -67.8262016157104,-9.97860061405316,0 -67.82644301452029,-9.97891040919446,0 -67.82616004146919,-9.97934760926392,0 -67.825800625461,-9.9794093000712,0 -67.8256531039586,-9.97948708413273,0 -67.82402500308601,-9.97978749154243,0 -67.823877481588,-9.979197405559299,0 -67.823448328146,-9.9790740239446,0 -67.823357133039,-9.978588544112901,0 -67.8223499635542,-9.97831629989788,0 -67.8224773684821,-9.978116475326271,0 -67.822595385677,-9.977883123142099,0 -67.82173707879301,-9.9771616089172,0 -67.82200529969499,-9.976786099655101,0 -67.820889500747,-9.975909017307499,0 -67.82161906159899,-9.975372575504499,0 -67.8222627917586,-9.975734673721339,0 -67.8228528777416,-9.975415490848549,0 -67.82397135890101,-9.9761933314629,0 -67.82409943438169,-9.975519426447899,0 -67.8243874365747,-9.975366205257931,0 -67.8245037773908,-9.975103013498339,0 -67.8250844756423,-9.97523175953105,0 -67.8253258744534,-9.97545572398378,0",ATIVAS,Sem restrição de Venda
AC-84 (RBCE),251,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,84 (RBCE) Secundária,Suburbio,193,625,625,625,0.3088,1200401,154,1.253246753,"-67.825625208601,-9.9867983108148,0 -67.82483127473201,-9.9885578399286,0 -67.82289740203279,-9.98817696624849,0 -67.8229805505119,-9.98798384719943,0 -67.8226399099669,-9.98786851221181,0 -67.8223368203482,-9.987782681523351,0 -67.8222724473321,-9.98802676254371,0 -67.82212760804541,-9.98797043615436,0 -67.8220900571193,-9.98793959075066,0 -67.8220417773571,-9.987898016510909,0 -67.82050755380079,-9.987452769814441,0 -67.8210332667673,-9.98662128501987,0 -67.8215267932257,-9.98512461238959,0 -67.82177757976859,-9.98522787743665,0 -67.8218567049345,-9.984955633221629,0 -67.822111514791,-9.984089279709799,0 -67.823044923528,-9.984325314103099,0 -67.82276597379121,-9.985497439442559,0 -67.8232206082187,-9.985679829655609,0 -67.8231709873522,-9.98586087876415,0 -67.8235049223747,-9.98597621375173,0 -67.8234727358667,-9.986058021126709,0 -67.825625208601,-9.9867983108148,0",ATIVAS,Sem restrição de Venda
AC-51 (RBCE),251,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,51 (RBCE) Secundária,Suburbio,168,491,491,491,0.3422,1200401,121,1.388429752,"-67.8261620530194,-9.97934492706826,0 -67.82634041991901,-9.98007180571128,0 -67.8281884619302,-9.98013886093665,0 -67.82924257007301,-9.980082534547339,0 -67.82930426087999,-9.9804365861373,0 -67.82766274896299,-9.9806618916946,0 -67.8277291336357,-9.98245494842107,0 -67.8272912630142,-9.982465006704849,0 -67.8270451703372,-9.98264437943271,0 -67.82658986535699,-9.982882760758899,0 -67.82608829227119,-9.982253782744911,0 -67.82586164560939,-9.98194331705144,0 -67.82575536307711,-9.9817880842047,0 -67.8256551155152,-9.98163285135796,0 -67.8247143307034,-9.98151617526581,0 -67.8239237495964,-9.981449120040439,0 -67.822083754212,-9.9816918599563,0 -67.82171897378601,-9.9815738427596,0 -67.822212500245,-9.9799967038589,0 -67.8222835787833,-9.97890906810332,0 -67.8223519751138,-9.978317641015581,0 -67.8233564623895,-9.97858720302154,0 -67.8234503397055,-9.97907670616677,0 -67.82387815204299,-9.97919740557241,0 -67.8240243324345,-9.97978883266018,0 -67.8256497510975,-9.979489766355019,0 -67.8258039781159,-9.97940795898011,0 -67.82613925424199,-9.979352973695301,0 -67.8261620530194,-9.97934492706826,0",ATIVAS,Sem restrição de Venda
AC-262 (RBCE),204,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,262 (RBCE) Secundária,Classe D+E,100,259,259,249,0.3861,1200401,39,2.564102564,"-67.80670583247451,-9.943883121014281,0 -67.80620425938901,-9.94422242045469,0 -67.805616855615,-9.944545626641,0 -67.80513942240999,-9.944652915001599,0 -67.804908752435,-9.944341778755801,0 -67.80298829077999,-9.945087432862,0 -67.802762985223,-9.9442988634116,0 -67.80197441577199,-9.944454431534499,0 -67.801421880715,-9.944840669632599,0 -67.8013018518616,-9.94468376040524,0 -67.8012032806804,-9.944521486759839,0 -67.8010825812748,-9.944367930293749,0 -67.80100211500439,-9.94417950511046,0 -67.80125424265201,-9.944072216749859,0 -67.80149161815,-9.943971633911801,0 -67.8015385568073,-9.944073557854351,0 -67.80300036072011,-9.943432509899811,0 -67.8032498061586,-9.9433131515986,0 -67.8037547320059,-9.943173676729829,0 -67.8044970333511,-9.942896068096809,0 -67.80443903058109,-9.94280554354255,0 -67.8045796789163,-9.94273144751852,0 -67.8049323055827,-9.942729938775949,0 -67.80503280460169,-9.942658692598989,0 -67.8055001795223,-9.94240254163808,0 -67.80569195746691,-9.94309723377293,0 -67.80670583247451,-9.943883121014281,0",ATIVAS,Sem restrição de Venda
AC-273 (RBCE),161,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,273 (RBCE) Secundária,Defesa Oi,56,195,195,195,0.2872,1200401,68,0.823529412,"-67.8477959334825,-9.953101873397401,0 -67.84747809171409,-9.953207485377369,0 -67.84743115305621,-9.95305309072096,0 -67.8468296676846,-9.95324143208523,0 -67.84564077853869,-9.953767731785369,0 -67.8448924422233,-9.95229285210327,0 -67.84486025571491,-9.95221272110892,0 -67.8476044908135,-9.951897729187809,0 -67.8477959334825,-9.953101873397401,0",ATIVAS,Sem restrição de Venda
AC-21 (RBCE),204,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,21 (RBCE) Secundária,Suburbio,122,326,326,326,0.3742,1200401,52,2.346153846,"-67.8053224831943,-9.9499496072514,0 -67.8057596832638,-9.949659258125539,0 -67.80580360443641,-9.949629921464441,0 -67.80584551395231,-9.94960058480334,0 -67.8058683127289,-9.949624892322539,0 -67.8058911115056,-9.94964919984173,0 -67.80594374985751,-9.949708292259089,0 -67.8060037642841,-9.949773419646739,0 -67.8061720728998,-9.94995865970683,0 -67.8062169999008,-9.94991926476192,0 -67.8062387928491,-9.94989986065608,0 -67.8062693029766,-9.949887832625031,0 -67.8063028305893,-9.949868470428701,0 -67.8063390404109,-9.94984231889079,0 -67.8064010664944,-9.94990828446875,0 -67.80643207953609,-9.949944620019,0 -67.80648723245901,-9.95001716539095,0 -67.8065442294005,-9.950198046861381,0 -67.8066682815676,-9.95058462023564,0 -67.80691504479699,-9.951359778640899,0 -67.8069888055448,-9.951587766407179,0 -67.807015962911,-9.951674938200171,0 -67.8070592135313,-9.95185934006996,0 -67.8071356564882,-9.952193275092309,0 -67.8071718663098,-9.95232872664757,0 -67.80727228151071,-9.952703397719439,0 -67.8073820844432,-9.95306465774623,0 -67.8074697591513,-9.95335986837604,0 -67.8075654804864,-9.953791871665601,0 -67.803889513031,-9.9544657766806,0 -67.803814411179,-9.95349884033075,0 -67.8040370345269,-9.95275184512008,0 -67.8037688136251,-9.952301234005541,0 -67.8032940626295,-9.952539950607891,0 -67.8028139472158,-9.952770620583189,0 -67.8026806749557,-9.95249301195018,0 -67.80263993890659,-9.952428638933849,0 -67.8025810979466,-9.95233073830485,0 -67.8025141265404,-9.9522113800037,0 -67.8024471551342,-9.952100068329599,0 -67.802062928694,-9.95144426822559,0 -67.8027965128595,-9.951200187205281,0 -67.8028286993675,-9.950986951588609,0 -67.80302584173,-9.95090782642262,0 -67.8031210601505,-9.951139837502399,0 -67.803146541136,-9.951209574936801,0 -67.80410911889631,-9.95073046535153,0 -67.8050703555522,-9.95024733245274,0 -67.80507303776319,-9.95016619563042,0 -67.8050750494199,-9.950113892554629,0 -67.8053224831943,-9.9499496072514,0",ATIVAS,Sem restrição de Venda
AC-225 (RBCE),213,AC,RIO BRANCO,RBO,RBCE,PRATA,Sem Restrição de Vendas,225 (RBCE) Secundária,Centro Regional,119,407,407,407,0.2924,1200401,66,1.803030303,"-67.8055089557476,-9.96635729178332,0 -67.80592402759279,-9.967233703578961,0 -67.8061305576875,-9.9671237330094,0 -67.80630221906441,-9.967375860656819,0 -67.80593207422,-9.9676467637673,0 -67.80549755636,-9.968022273029399,0 -67.8051864201141,-9.967987404312151,0 -67.8048645550322,-9.96859358354952,0 -67.8045279378008,-9.968584866370239,0 -67.80415913406119,-9.968393758977941,0 -67.8036763364385,-9.969038830246051,0 -67.8035724008392,-9.970086232866329,0 -67.80457085314509,-9.971002207244879,0 -67.80424630585399,-9.970996842826899,0 -67.803500651748,-9.970379934753399,0 -67.802881061466,-9.9708573679581,0 -67.803103684814,-9.971120224441499,0 -67.802720128926,-9.9714782993449,0 -67.802482753428,-9.971259699310201,0 -67.80208779815,-9.9716566662444,0 -67.801784037977,-9.971367658223,0 -67.80152788701641,-9.97114771708374,0 -67.8009069556305,-9.9705227623833,0 -67.8009223783322,-9.96992161228791,0 -67.8002729484744,-9.970024709696959,0 -67.8001960864224,-9.96934338669767,0 -67.7996860476143,-9.96892626128634,0 -67.79975402484899,-9.96893761876515,0 -67.80121763087131,-9.967739656209121,0 -67.80188371976161,-9.968241721731721,0 -67.80211282860741,-9.9679757587054,0 -67.80289525307499,-9.968452309190869,0 -67.8031744830825,-9.96800125671678,0 -67.8032060691059,-9.96794750219658,0 -67.803233243989,-9.96790254761061,0 -67.80326444218569,-9.967858934129151,0 -67.80329398151861,-9.96780992864468,0 -67.80349052339631,-9.96750941089512,0 -67.803735980555,-9.967637431205629,0 -67.8040357261708,-9.96714456150665,0 -67.8042114196198,-9.96719953299897,0 -67.8043656553965,-9.96695543818613,0 -67.8042652412914,-9.96682970791449,0 -67.8043908032956,-9.96662753468593,0 -67.8054016630078,-9.9664002140238,0 -67.8055089557476,-9.96635729178332,0",ATIVAS,Sem restrição de Venda
AC-29 (RBCE),201,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,29 (RBCE) Secundária,Suburbio,145,294,294,284,0.4932,1200401,73,1.98630137,"-67.7971986247893,-9.93978537616792,0 -67.79724254596,-9.93987187740859,0 -67.7972837849216,-9.939957037544749,0 -67.797268697494,-9.94009181854768,0 -67.7972629977979,-9.940148815489181,0 -67.79725830393259,-9.94019240138571,0 -67.79723885791741,-9.94038082656899,0 -67.7970464094211,-9.94067050514281,0 -67.7969572259713,-9.94095079598485,0 -67.7974158837133,-9.941048696613921,0 -67.797338770205,-9.94124718008106,0 -67.7972261174264,-9.941530153132231,0 -67.79711614685669,-9.94180977342214,0 -67.7970256223028,-9.94181044397437,0 -67.7969243689127,-9.941809773422101,0 -67.79639060931881,-9.941806923575021,0 -67.796055333192,-9.941805414832441,0 -67.79544915395471,-9.941716734296881,0 -67.7951903207848,-9.94168035683712,0 -67.7949100299429,-9.941671639657811,0 -67.7946579022957,-9.94166627523977,0 -67.7928782566145,-9.941608607745421,0 -67.7932416959361,-9.94084551928068,0 -67.79363866287019,-9.9400676786664,0 -67.79407854514849,-9.93967607615026,0 -67.794275687512,-9.939680099463841,0 -67.794750438509,-9.939689487195301,0 -67.79520507293699,-9.939704239344961,0 -67.796040581047,-9.93972301480834,0 -67.79679428178,-9.9397350847489,0 -67.7971798493262,-9.93974380192817,0 -67.7971986247893,-9.93978537616792,0",ATIVAS,Sem restrição de Venda
AC-26 (RBCE),204,AC,RIO BRANCO,RBO,RBCE,BRONZE,Sem Restrição de Vendas,26 (RBCE) Secundária,Classe D+E,122,308,308,308,0.3961,1200401,69,1.768115942,"-67.80353546139369,-9.9448862671867,0 -67.8040491044203,-9.94467705488354,0 -67.8044132142941,-9.944555014373361,0 -67.8047585487049,-9.944438338281209,0 -67.80491495501811,-9.94435418397337,0 -67.8049989416879,-9.944472536446151,0 -67.80513204631031,-9.944675713779031,0 -67.8055699169321,-9.944569766522941,0 -67.8061727434083,-9.944249242545659,0 -67.8067018091366,-9.94388848543316,0 -67.8068050741829,-9.943976998330649,0 -67.80744343992799,-9.944486618043401,0 -67.80700355765001,-9.9449157714858,0 -67.80743271108901,-9.945457577707501,0 -67.806987464393,-9.9458169937155,0 -67.807290554011,-9.9462112784406,0 -67.807143032515,-9.9462595582029,0 -67.80711889263399,-9.946281015875,0 -67.80681580301599,-9.946380257608499,0 -67.806217670405,-9.946712851526399,0 -67.806129157507,-9.9465197324773,0 -67.803373187736,-9.9462863802923,0 -67.80334100122801,-9.946313202382401,0 -67.802938669876,-9.9462649226202,0 -67.80302450056401,-9.9452349543584,0 -67.8029909729517,-9.94508877396712,0 -67.8030660748036,-9.945065975190451,0 -67.80320957298601,-9.945024400950761,0 -67.8033228963231,-9.944970756770569,0 -67.80353546139369,-9.9448862671867,0",ATIVAS,Sem restrição de Venda
