name,aging,uf,city,locality,station,cell_classification,cell_sales_status,cell,majority_group,hc,hp,hp_viable,hp_viable_total,ocup,cod_city_ibge,hc_expected,achievement,coordinates,cell_status,cell_status_sales
DF-11 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,11 (ETGR) Secundária,Suburbio,92,427,427,427,0.2155,5300108,98,0.93877551,"-48.0014759517571,-15.8068270116008,0 -48.0043673730751,-15.8065011232048,0 -48.0043928540606,-15.8072702466395,0 -48.0058801389593,-15.8073151736402,0 -48.0059109843631,-15.808038699522,0 -48.005614600267,-15.810237440362,0 -48.0045497632882,-15.8130443720961,0 -48.00135055848489,-15.8118615179206,0 -48.0014759517571,-15.8068270116008,0",ATIVAS,Sem restrição de Venda
DF-331 (ETTG),157,DF,BRASILIA,TAGA,ETTG,PRATA,Sem Restrição de Vendas,331 (ETTG) Secundária,Classe Média,81,407,407,391,0.199,5300108,85,0.952941176,"-48.0072797670556,-15.880362396174,0 -48.00567999487039,-15.8802305907996,0 -48.0057659931969,-15.8793835156649,0 -48.005461394836,-15.8793561906608,0 -48.0055633187789,-15.8783235401901,0 -48.0074801631052,-15.8784988285134,0 -48.0073554653967,-15.8797778362294,0 -48.00754193278591,-15.8797972562656,0 -48.007516831806,-15.8800759654779,0 -48.0073089635115,-15.8800610767202,0 -48.0072797670556,-15.880362396174,0",ATIVAS,Sem restrição de Venda
DF-330 (ETCL),155,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,330 (ETCL) Secundária,Suburbio,76,341,341,341,0.2229,5300108,103,0.737864078,"-48.1105852127153,-15.8310261368781,0 -48.11137914658379,-15.8315961062933,0 -48.1080411374653,-15.8359855413457,0 -48.1072284281328,-15.8354169130354,0 -48.1105852127153,-15.8310261368781,0",ATIVAS,Sem restrição de Venda
DF-310 (ETTG),157,DF,BRASILIA,TAGA,ETTG,PRATA,Sem Restrição de Vendas,310 (ETTG) Secundária,Classe Média,88,307,307,307,0.2866,5300108,72,1.222222222,"-48.0107682560038,-15.8879979524002,0 -48.0129903969471,-15.8889237705489,0 -48.01303357053781,-15.8887455036806,0 -48.0131872832385,-15.8888102171575,0 -48.01323444298919,-15.888685104618,0 -48.0133587162491,-15.888402412299,0 -48.0143067602464,-15.8889749470334,0 -48.0146105204172,-15.8891077163797,0 -48.0153052125516,-15.8893585029227,0 -48.0150443677254,-15.8898634287696,0 -48.0145940918867,-15.8896796974519,0 -48.01452267807169,-15.8898399594405,0 -48.01423501115471,-15.8897501054385,0 -48.0138179276534,-15.8907009485352,0 -48.0132117484161,-15.8905131939037,0 -48.0135658000063,-15.8894201937299,0 -48.0128590379308,-15.8893102231607,0 -48.0124553654737,-15.8891553255902,0 -48.0116394710191,-15.8904712843878,0 -48.0106804136578,-15.8901403668511,0 -48.01192462336489,-15.8888052973139,0 -48.0106448743889,-15.8883043947803,0 -48.0107682560038,-15.8879979524002,0",ATIVAS,Sem restrição de Venda
DF-367 (ETMS),153,DF,BRASILIA,BSA,ETMS,OURO,Sem Restrição de Vendas,367 (ETMS) Secundária,Classe Média,7,168,72,72,0.0417,5300108,39,0.179487179,"-48.0651708319403,-16.0146523516359,0 -48.0665343186552,-16.0153556695549,0 -48.066565834611,-16.015456252392,0 -48.06656851682001,-16.015523307618,0 -48.06648268613101,-16.015617184933,0 -48.06618764314,-16.015866630372,0 -48.064870678513,-16.015075378712,0 -48.06494846257501,-16.014997594651,0 -48.06501820000899,-16.014919810589,0 -48.0651708319403,-16.0146523516359,0",ATIVAS,Sem restrição de Venda
DF-243 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,243 (ETGR) Secundária,Classe Média,73,403,403,367,0.1811,5300108,102,0.715686275,"-48.0240032398756,-15.8171835318806,0 -48.0204043859294,-15.8170252815487,0 -48.019935669904,-15.8173867092134,0 -48.01962319255439,-15.8171567097912,0 -48.0206343853528,-15.8145918474198,0 -48.0203118497185,-15.8145952001812,0 -48.02033330739039,-15.8125895783902,0 -48.0238972926191,-15.8125486747026,0 -48.0240032398756,-15.8171835318806,0",ATIVAS,Sem restrição de Venda
DF-335 (ETCL),155,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,335 (ETCL) Secundária,Suburbio,73,306,306,306,0.2386,5300108,93,0.784946237,"-48.1114277616126,-15.8315401151847,0 -48.11519358306991,-15.8266128972243,0 -48.1159741058931,-15.8271573856546,0 -48.11221633106311,-15.8321006968691,0 -48.1114277616126,-15.8315401151847,0",ATIVAS,Sem restrição de Venda
DF-5 (ETGR),152,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,5 (ETGR) Secundária,Classe Média,67,450,450,450,0.1489,5300108,113,0.592920354,"-47.9879706030189,-15.8232692239932,0 -47.98975303769811,-15.8239494636584,0 -47.9897858947585,-15.8238710090449,0 -47.9908024519753,-15.8242461830311,0 -47.9899464771132,-15.8263884493191,0 -47.989189103252,-15.8260972425271,0 -47.9894113913248,-15.8255554363063,0 -47.9878463132309,-15.8249956593622,0 -47.9879464275413,-15.8247337457115,0 -47.9876527256541,-15.8246264573506,0 -47.987866358606,-15.824079381947,0 -47.98767291919081,-15.824000535775,0 -47.9879706030189,-15.8232692239932,0",ATIVAS,Sem restrição de Venda
DF-368 (ETMS),157,DF,BRASILIA,BSA,ETMS,OURO,Sem Restrição de Vendas,368 (ETMS) Secundária,Classe Média,107,469,469,469,0.2281,5300108,100,1.07,"-48.06341856718251,-16.0168690234454,0 -48.0635157972592,-16.0175114125047,0 -48.063326366248,-16.0175452753934,0 -48.063185214999,-16.017565727237,0 -48.062525391581,-16.017587184909,0 -48.062383234501,-16.013955473904,0 -48.0628257989887,-16.0139675438445,0 -48.06294113397659,-16.0140439868014,0 -48.0632509291182,-16.0138522088569,0 -48.064423054457,-16.0144114494369,0 -48.0631054192802,-16.0152174532445,0 -48.063118121893,-16.0159757347416,0 -48.0631942737666,-16.015974148225,0 -48.0632048500058,-16.0160607708932,0 -48.0631112934618,-16.0160635793701,0 -48.06312385946669,-16.0161734931204,0 -48.0631664395348,-16.0169059038196,0 -48.06341856718251,-16.0168690234454,0",ATIVAS,Sem restrição de Venda
DF-241 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,241 (ETGR) Secundária,Suburbio,61,398,398,358,0.1533,5300108,141,0.432624113,"-48.024809243689,-15.816727556372,0 -48.0247664707304,-15.8151976408992,0 -48.0275005903257,-15.814744946935,0 -48.0279423687913,-15.8144735050716,0 -48.02793602884839,-15.8116715923787,0 -48.0296546542752,-15.8116622046475,0 -48.02971098066421,-15.8144677952769,0 -48.03089383484,-15.8144785241127,0 -48.0309796655285,-15.8176649884225,0 -48.02879634739039,-15.8176783994674,0 -48.0284590596063,-15.8146005646228,0 -48.0281504379314,-15.8146686256764,0 -48.0263582193952,-15.8160194531914,0 -48.0261221850019,-15.8157378212449,0 -48.024809243689,-15.816727556372,0",ATIVAS,Sem restrição de Venda
DF-316 (ETMS),157,DF,BRASILIA,BSA,ETMS,PRATA,Sem Restrição de Vendas,316 (ETMS) Secundária,Suburbio,45,307,307,307,0.1466,5300108,88,0.511363636,"-48.04897457180211,-16.0151891790478,0 -48.04916769085109,-16.0155053444355,0 -48.0488944408077,-16.0156672828049,0 -48.04878715244741,-16.0157008104178,0 -48.0477112513565,-16.0163368292307,0 -48.0472525936154,-16.0156102858656,0 -48.0472130310325,-16.0144854344596,0 -48.0472277831822,-16.013554372655,0 -48.0472592991378,-16.0134564720261,0 -48.0472914856459,-16.013403163122,0 -48.04732903657201,-16.0133605830539,0 -48.047576135078,-16.0132073618641,0 -48.04796136734781,-16.0137126229873,0 -48.0484652873666,-16.0133967928755,0 -48.049042968133,-16.0142115138643,0 -48.04949894366519,-16.0139168061482,0 -48.0491975304276,-16.0134906701915,0 -48.0498275142695,-16.0131044320931,0 -48.050544334629,-16.0142245896329,0 -48.04897457180211,-16.0151891790478,0",ATIVAS,Sem restrição de Venda
DF-344 (ETCL),153,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,344 (ETCL) Secundária,Suburbio,73,377,377,377,0.1936,5300108,127,0.57480315,"-48.1150551583657,-15.8343456886691,0 -48.1158356811899,-15.834900570658,0 -48.1129529770503,-15.8386878497865,0 -48.1127967383748,-15.8385798908729,0 -48.1123789843209,-15.8391505308414,0 -48.1117233876933,-15.838702835716,0 -48.1131829466546,-15.8367633705956,0 -48.1137190680919,-15.8361518625367,0 -48.11368153207489,-15.8361246637971,0 -48.1150551583657,-15.8343456886691,0",ATIVAS,Sem restrição de Venda
DF-120 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,120 (ETGR) Secundária,Classe Média,31,264,245,226,0.1174,5300108,68,0.455882353,"-47.9865468048274,-15.8075670349445,0 -47.9869389860169,-15.8089961390924,0 -47.98704133711419,-15.8108416768759,0 -47.9862666972597,-15.8109339331256,0 -47.98620147041679,-15.8105784851173,0 -47.9864629857953,-15.810603630826,0 -47.9861508437209,-15.8094754266593,0 -47.986037462671,-15.8080781696616,0 -47.9862047365987,-15.8080554578344,0 -47.98614938717831,-15.807625050237,0 -47.9865468048274,-15.8075670349445,0",ATIVAS,Sem restrição de Venda
DF-371 (ETMS),157,DF,BRASILIA,BSA,ETMS,OURO,Sem Restrição de Vendas,371 (ETMS) Secundária,Classe Média,67,392,392,392,0.1709,5300108,83,0.807228916,"-48.05983044207331,-16.0129120945939,0 -48.0599690498882,-16.0140135204437,0 -48.0600136152769,-16.0154801461759,0 -48.05863543050229,-16.0155562369005,0 -48.058623084118,-16.015253606167,0 -48.05994647782309,-16.0151789631997,0 -48.0599325138906,-16.0148097361259,0 -48.0586063968622,-16.014892037937,0 -48.0585992915533,-16.0145265530463,0 -48.0599091508706,-16.0144359945796,0 -48.0598832700986,-16.0140088188815,0 -48.0585687296401,-16.0140556218895,0 -48.0584086221215,-16.0138461382869,0 -48.05764645338251,-16.0139018297198,0 -48.05757001042619,-16.0126619786027,0 -48.058493360879,-16.0126277804379,0 -48.0585087835814,-16.0129650682215,0 -48.05983044207331,-16.0129120945939,0",ATIVAS,Sem restrição de Venda
DF-224 (ETCO),157,DF,BRASILIA,BSA,ETCO,OURO,Sem Restrição de Vendas,224 (ETCO) Secundária,Classe Média,0,25,25,9,0,5300108,6,0,"-47.88993504459511,-15.7857017850074,0 -47.888019500969,-15.785979938169,0 -47.887917577026,-15.785636615415,0 -47.8877620089031,-15.7844054814774,0 -47.8886980998491,-15.7843692716557,0 -47.88967710614,-15.7842941698025,0 -47.8896020042878,-15.7832816359001,0 -47.8908143627619,-15.7832655426456,0 -47.8910544204686,-15.7843605544766,0 -47.88982261597841,-15.7844852771949,0 -47.88993504459511,-15.7857017850074,0",ATIVAS,Sem restrição de Venda
DF-116 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,116 (ETGR) Secundária,Classe Média,40,296,296,223,0.1351,5300108,80,0.5,"-47.9910732851201,-15.806254065299,0 -47.991177891272,-15.8069219353434,0 -47.9901512757714,-15.8070607396595,0 -47.9901774273094,-15.8072478237383,0 -47.98985623277989,-15.8072987857095,0 -47.9898917720493,-15.8075294556848,0 -47.9896645019851,-15.8075577612653,0 -47.9895970494239,-15.8071298604041,0 -47.9860676125458,-15.80763205018,0 -47.98598781682799,-15.806991672778,0 -47.9910732851201,-15.806254065299,0",ATIVAS,Sem restrição de Venda
DF-389 (ETMS),157,DF,BRASILIA,BSA,ETMS,OURO,Sem Restrição de Vendas,389 (ETMS) Secundária,Classe Média,51,288,288,288,0.1771,5300108,60,0.85,"-48.06241549220881,-16.0149226642218,0 -48.0624571780454,-16.0159839858525,0 -48.0617569233107,-16.0160064594545,0 -48.0617177113958,-16.0149395093222,0 -48.06241549220881,-16.0149226642218,0",ATIVAS,Sem restrição de Venda
DF-379 (ETMS),154,DF,BRASILIA,BSA,ETMS,PRATA,Sem Restrição de Vendas,379 (ETMS) Secundária,Classe Média,58,450,450,450,0.1289,5300108,85,0.682352941,"-48.05556640029329,-16.0035216808384,0 -48.0555254966059,-16.0026814788647,0 -48.056279867891,-16.0026539862226,0 -48.056250874195,-16.0018679561281,0 -48.0563372154867,-16.0018658016181,0 -48.0563368955886,-16.0018433876873,0 -48.0563371139668,-16.0017987305465,0 -48.0562490734617,-16.0017978853694,0 -48.0562302470245,-16.0013323277302,0 -48.0546286329664,-16.0014355927776,0 -48.05462025106319,-16.001243311919,0 -48.0546108633317,-16.0010523721648,0 -48.0562369525469,-15.9999932348802,0 -48.0568766593963,-15.9996190667223,0 -48.0572816729578,-15.9993454814027,0 -48.0574989318883,-15.999214053161,0 -48.0584216117895,-15.9986400604322,0 -48.0591659247909,-15.999737754471,0 -48.05855136365051,-15.9997652471134,0 -48.0579059571064,-15.9997860342332,0 -48.0579388141669,-16.0007321834632,0 -48.05932484567529,-16.0006852448055,0 -48.0594730377232,-16.0035163164208,0 -48.0564321188491,-16.003661013323,0 -48.0564226955215,-16.0034881532257,0 -48.05556640029329,-16.0035216808384,0",ATIVAS,Sem restrição de Venda
DF-197 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,197 (ETGR) Secundária,Classe Média,63,434,434,433,0.1452,5300108,81,0.777777778,"-48.006130455259,-15.7926859142007,0 -48.00613984299011,-15.7916016312103,0 -48.0085734195037,-15.7915903386102,0 -48.00857492824639,-15.7914844625468,0 -48.0089605566417,-15.7914742974743,0 -48.00896689129181,-15.787343624399,0 -48.01186099481841,-15.7880302699044,0 -48.01186501813189,-15.7898816646779,0 -48.0114345235849,-15.7898736180508,0 -48.01143318248059,-15.7912442904008,0 -48.0118611372035,-15.7912407952545,0 -48.01185395402,-15.7914725498999,0 -48.0114395527272,-15.7914742262805,0 -48.0114502815632,-15.7935056643331,0 -48.0107854290051,-15.7935100229216,0 -48.01076866519949,-15.7916995318367,0 -48.0099640024949,-15.7916928263134,0 -48.00994872217801,-15.7927120983681,0 -48.006130455259,-15.7926859142007,0",ATIVAS,Sem restrição de Venda
DF-312 (ETTG),157,DF,BRASILIA,TAGA,ETTG,PRATA,Sem Restrição de Vendas,312 (ETTG) Secundária,Classe Média,76,406,406,406,0.1872,5300108,98,0.775510204,"-48.0102627707529,-15.884457860309,0 -48.01049344072801,-15.884433720428,0 -48.01074020395701,-15.88513645919,0 -48.011062069039,-15.88579091819,0 -48.010112567048,-15.888097617943,0 -48.009549303155,-15.887861583549,0 -48.009506387811,-15.887716744263,0 -48.009522481065,-15.887480709869,0 -48.01000527868699,-15.886262986976,0 -48.009592218499,-15.886064503509,0 -48.0102627707529,-15.884457860309,0",ATIVAS,Sem restrição de Venda
DF-113 (ETGR),154,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,113 (ETGR) Secundária,Classe Média,49,334,316,297,0.1467,5300108,60,0.816666667,"-47.9910425731087,-15.8103040313456,0 -47.9909875878236,-15.8098835950825,0 -47.9907978215357,-15.8099110877251,0 -47.99047126259101,-15.8078410929186,0 -47.9904243239336,-15.8078437751276,0 -47.9904149362024,-15.8074320560443,0 -47.9906154313265,-15.8073998695363,0 -47.9905611165942,-15.8070082670204,0 -47.9914428928085,-15.8068882381659,0 -47.9916276299541,-15.8087661197524,0 -47.9915689566317,-15.8087698077898,0 -47.99169837321621,-15.8097105926017,0 -47.9916138836312,-15.8102242356278,0 -47.9910425731087,-15.8103040313456,0",ATIVAS,Sem restrição de Venda
DF-4 (ETGR),154,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,4 (ETGR) Secundária,Classe Média,54,420,420,420,0.1286,5300108,98,0.551020408,"-47.98994414509571,-15.8263936266221,0 -47.9892595112446,-15.8280964940704,0 -47.9866725206499,-15.8271134644666,0 -47.9876501502395,-15.8246283978141,0 -47.9879425466183,-15.8247356861751,0 -47.9878426343328,-15.8249965310014,0 -47.9894043505313,-15.8255577832379,0 -47.98918239773549,-15.8261005952879,0 -47.98994414509571,-15.8263936266221,0",ATIVAS,Sem restrição de Venda
DF-442 (ETCL),155,DF,BRASILIA,CLND,ETCL,OURO,Sem Restrição de Vendas,442 (ETCL) Secundária,Suburbio,68,353,353,353,0.1926,5300108,94,0.723404255,"-48.083181013099,-15.8197400899577,0 -48.08522351526379,-15.8203073771644,0 -48.08550648831479,-15.8194423647573,0 -48.0868261351501,-15.8198071451833,0 -48.08531336926561,-15.8242220612219,0 -48.0840352966696,-15.8238344820187,0 -48.08396958254879,-15.8237660856892,0 -48.08147781037449,-15.8230646880319,0 -48.0817353024397,-15.8223029406719,0 -48.0815301134499,-15.8222385676557,0 -48.0823374583629,-15.819859448259,0 -48.0830469026478,-15.8200834127116,0 -48.083181013099,-15.8197400899577,0",ATIVAS,Sem restrição de Venda
DF-445 (ETCL),157,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,445 (ETCL) Secundária,Suburbio,62,332,332,332,0.1867,5300108,104,0.596153846,"-48.082998622877,-15.8234998764461,0 -48.08466427467479,-15.8240416826672,0 -48.0830589725797,-15.8287194551897,0 -48.08200955830269,-15.8283925609656,0 -48.0817057981319,-15.8282923134034,0 -48.0821684791869,-15.8268777834245,0 -48.08243804119301,-15.826001036353,0 -48.0821725025009,-15.8259152056645,0 -48.082998622877,-15.8234998764461,0",ATIVAS,Sem restrição de Venda
DF-296 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,296 (ETGR) Secundária,Classe Média,0,87,87,82,0,5300108,21,0,"-47.9954468341723,-15.8118789075039,0 -47.9953207703486,-15.8122611222877,0 -47.9942894609822,-15.8118480620997,0 -47.9941134410156,-15.8117977706807,0 -47.9937483253134,-15.8118051467556,0 -47.9936091857207,-15.8118279455323,0 -47.9935974510562,-15.8116401909008,0 -47.9938965173613,-15.8116106866018,0 -47.99445709904539,-15.8116536019462,0 -47.9949533077134,-15.8117515025755,0 -47.9954468341723,-15.8118789075039,0",ATIVAS,Sem restrição de Venda
DF-118 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,118 (ETGR) Secundária,Classe Média,54,351,331,313,0.1538,5300108,98,0.551020408,"-47.98793778468189,-15.8107077448775,0 -47.9874650809374,-15.807882002084,0 -47.9876855338899,-15.8078489417894,0 -47.98762167268681,-15.8074162323516,0 -47.988314706239,-15.8073179252542,0 -47.9883750559415,-15.8077043769299,0 -47.9881867375471,-15.807734622973,0 -47.9886535814145,-15.8106074261228,0 -47.98793778468189,-15.8107077448775,0",ATIVAS,Sem restrição de Venda
DF-233 (ETCO),152,DF,BRASILIA,BSA,ETCO,PRATA,Sem Restrição de Vendas,233 (ETCO) Secundária,Classe Média,141,470,470,438,0.3,5300108,104,1.355769231,"-47.8495781123623,-15.790469145115,0 -47.8497189283352,-15.7914323833263,0 -47.8495807945706,-15.7914669066662,0 -47.8497410565586,-15.792148187756,0 -47.8496833890653,-15.7921582460389,0 -47.850026041267,-15.7933907210813,0 -47.8502151370021,-15.7941585034121,0 -47.848372627047,-15.7945422269394,0 -47.848285622892,-15.7941561564794,0 -47.84806333482,-15.794210135936,0 -47.8480143845058,-15.794019699096,0 -47.84778438508269,-15.7940693199623,0 -47.84769218414831,-15.7937048748122,0 -47.84758673980659,-15.793733205645,0 -47.847533388993,-15.7935491809607,0 -47.8477663639916,-15.7934952434139,0 -47.8475069440881,-15.7924822904164,0 -47.8476579859835,-15.7924348488446,0 -47.847385406493,-15.7911477237935,0 -47.8482269495712,-15.7908520203507,0 -47.8495781123623,-15.790469145115,0",ATIVAS,Sem restrição de Venda
DF-374 (ETMS),157,DF,BRASILIA,BSA,ETMS,PRATA,Sem Restrição de Vendas,374 (ETMS) Secundária,Classe Média,85,437,437,437,0.1945,5300108,146,0.582191781,"-48.0559315159942,-16.0125385969861,0 -48.0557481199521,-16.0083798319084,0 -48.0565605575031,-16.0083591368753,0 -48.05659314278299,-16.0090666615898,0 -48.05673341519519,-16.0090641635543,0 -48.0567318023101,-16.0090240225058,0 -48.05661753664639,-16.0090241145926,0 -48.05659687651769,-16.008355087617,0 -48.0573675036447,-16.008322834967,0 -48.0573359876888,-16.0075885802492,0 -48.0566164851207,-16.0076140612348,0 -48.05659636855319,-16.0070856660589,0 -48.0573044717332,-16.0070558264836,0 -48.0571314692519,-16.0036289691905,0 -48.059473037722,-16.0035216808294,0 -48.0598327341675,-16.012908991003,0 -48.0585110073715,-16.0129633369986,0 -48.0584946849079,-16.0126252725962,0 -48.0575690935883,-16.0126600352468,0 -48.057560622695,-16.0124976932975,0 -48.0559315159942,-16.0125385969861,0",ATIVAS,Sem restrição de Venda
DF-447 (ETCL),157,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,447 (ETCL) Secundária,Suburbio,85,398,398,398,0.2136,5300108,105,0.80952381,"-48.08831449599259,-15.8244855701932,0 -48.0881999981119,-15.8248439771234,0 -48.0880891882685,-15.8251916552176,0 -48.0880357353277,-15.8253627147977,0 -48.0879829529391,-15.8255250571986,0 -48.0880399738432,-15.8255425613958,0 -48.0879970824614,-15.8256680245058,0 -48.08813511820891,-15.8257187006239,0 -48.0880306795148,-15.8259812212897,0 -48.08790344204411,-15.8263188438079,0 -48.0877994225355,-15.8266323267157,0 -48.0879841177267,-15.8266978374668,0 -48.087916873886,-15.8268724680385,0 -48.08794216625621,-15.8268814366072,0 -48.087810318829,-15.8271694385293,0 -48.0877326814283,-15.8271416943621,0 -48.0876872305358,-15.8272403492947,0 -48.0876182369841,-15.8272183467651,0 -48.08756936,-15.8273271019249,0 -48.0874770291611,-15.8272935427122,0 -48.0874084002412,-15.827501733387,0 -48.0866356914549,-15.8272552896338,0 -48.0858575064316,-15.829567157557,0 -48.0854702002116,-15.829440890499,0 -48.08544633331319,-15.8295399289983,0 -48.0844249576439,-15.8291868120443,0 -48.0859819799785,-15.8245673775679,0 -48.08656368405849,-15.8247640170163,0 -48.086615651858,-15.8246374502785,0 -48.087186962378,-15.8247928507634,0 -48.08737874032251,-15.8241792116322,0 -48.08831449599259,-15.8244855701932,0",ATIVAS,Sem restrição de Venda
DF-228 (ETCO),157,DF,BRASILIA,BSA,ETCO,OURO,Sem Restrição de Vendas,228 (ETCO) Secundária,Classe Média,0,80,80,0,0,5300108,20,0,"-47.880391329547,-15.789795219887,0 -47.88065686824,-15.790511369694,0 -47.88069441916601,-15.790645480145,0 -47.880659550449,-15.79071521758,0 -47.880403399488,-15.7908198237306,0 -47.880150001928,-15.7900732094938,0 -47.8794592619148,-15.7903209328539,0 -47.8794512152878,-15.7902827113754,0 -47.87949681284109,-15.7902687974162,0 -47.8795055300204,-15.7903034146763,0 -47.880150113527,-15.7900724879533,0 -47.8800895810335,-15.7898944616206,0 -47.880391329547,-15.789795219887,0",ATIVAS,Sem restrição de Venda
DF-189 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,189 (ETGR) Secundária,Classe Média,79,396,396,396,0.1995,5300108,90,0.877777778,"-48.0182950943832,-15.8046097308435,0 -48.0178579781329,-15.8032548800148,0 -48.01810214297231,-15.8032491803205,0 -48.01787419944609,-15.8024382786853,0 -48.0175809170095,-15.8024429987721,0 -48.0173503857931,-15.8016330655698,0 -48.01948934794661,-15.8016016334328,0 -48.0194678902744,-15.8003973215856,0 -48.022949732852,-15.8004063740406,0 -48.0229098349937,-15.8060393482479,0 -48.0209168113103,-15.8060384997152,0 -48.02091762424731,-15.8046271652023,0 -48.0182950943832,-15.8046097308435,0",ATIVAS,Sem restrição de Venda
DF-196 (ETGR),157,DF,BRASILIA,TAGA,ETGR,PRATA,Sem Restrição de Vendas,196 (ETGR) Secundária,Classe Média,52,438,438,438,0.1187,5300108,134,0.388059701,"-48.0118911696801,-15.7957352505769,0 -48.011893181337,-15.7954050035916,0 -48.0109655561129,-15.7954086078099,0 -48.0109661002632,-15.793510561433,0 -48.01145396961069,-15.7935106934748,0 -48.011441564394,-15.791476237937,0 -48.011855965687,-15.7914752321087,0 -48.0118635932191,-15.79123794043,0 -48.0114358647003,-15.791240203544,0 -48.0114392174613,-15.7898803235729,0 -48.0139336718455,-15.7899245800216,0 -48.0138887448445,-15.7957027287919,0 -48.0118911696801,-15.7957352505769,0",ATIVAS,Sem restrição de Venda
DF-336 (ETCL),155,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,336 (ETCL) Secundária,Suburbio,80,442,442,442,0.181,5300108,121,0.661157025,"-48.115617036825,-15.827643871305,0 -48.116593360906,-15.828330516813,0 -48.11704128981199,-15.827769935128,0 -48.1178432703072,-15.8282017707801,0 -48.1136617064525,-15.8332711458184,0 -48.11330094934,-15.8330163359617,0 -48.11381526291861,-15.8323551714394,0 -48.113385438924,-15.832042694089,0 -48.1128744781074,-15.8326931297757,0 -48.1124801933815,-15.8324047923061,0 -48.11296164990011,-15.83180196583,0 -48.1126310676385,-15.8315666019891,0 -48.115617036825,-15.827643871305,0",ATIVAS,Sem restrição de Venda
DF-198 (ETGR),157,DF,BRASILIA,TAGA,ETGR,OURO,Sem Restrição de Vendas,198 (ETGR) Secundária,Classe Média,56,373,373,373,0.1501,5300108,100,0.56,"-48.0089487863842,-15.7874147029394,0 -48.00895783883901,-15.7914717117134,0 -48.00857277420731,-15.7914818538163,0 -48.0085712654647,-15.7915872143391,0 -48.0059292895848,-15.7915949256898,0 -48.0058696104344,-15.791202652621,0 -48.0060253461954,-15.7911934325274,0 -48.0058513378857,-15.7901430124221,0 -48.0042649788917,-15.7886096270561,0 -48.00363600087799,-15.7872443826669,0 -48.00367623401309,-15.786795112657,0 -48.0063138513032,-15.7870311470503,0 -48.0089487863842,-15.7874147029394,0",ATIVAS,Sem restrição de Venda
DF-323 (ETCL),153,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,323 (ETCL) Secundária,Suburbio,97,420,420,420,0.231,5300108,136,0.713235294,"-48.104583872889,-15.8405215655251,0 -48.1035668127581,-15.8397670266015,0 -48.1039310902699,-15.8392807085794,0 -48.1051907226785,-15.8401909832636,0 -48.1048024729234,-15.8406811569607,0 -48.105431450937,-15.841135791388,0 -48.1058217123485,-15.8406295244372,0 -48.10641850385401,-15.8410352085509,0 -48.1061583295801,-15.8413798724095,0 -48.107126607034,-15.8420316492,0 -48.1054757073852,-15.8442163084428,0 -48.1030804947362,-15.8425131057189,0 -48.104583872889,-15.8405215655251,0",ATIVAS,Sem restrição de Venda
DF-465 (ETCL),153,DF,BRASILIA,CLND,ETCL,PRATA,Sem Restrição de Vendas,465 (ETCL) Secundária,Suburbio,44,299,299,299,0.1472,5300108,99,0.444444444,"-48.1070024520258,-15.844901539374,0 -48.10614682735671,-15.8442953601365,0 -48.1062688678668,-15.8441236987596,0 -48.1064351648256,-15.8442430570608,0 -48.1085004657667,-15.84152933209,0 -48.1081698835056,-15.8413000032194,0 -48.1091207266016,-15.8400130458064,0 -48.10872912408549,-15.8397493511326,0 -48.1090509891677,-15.8393131568915,0 -48.109607044624,-15.8397010713703,0 -48.1094496324824,-15.8398958668001,0 -48.1103297323152,-15.8405268564709,0 -48.10870163143989,-15.842631049443,0 -48.1070024520258,-15.844901539374,0",ATIVAS,Sem restrição de Venda
